54872	31218
51669	40437
53762	38393
56451	36258
52640	34452
51443	33233
54115	7247
51739	35260
54328	5411
52515	27673
55228	25116
53239	31269
55174	44511
54004	18617
54257	2793
54191	3193
54908	23151
51748	16848
50237	19830
55776	31360
52914	19500
54202	12690
52469	17987
53089	37372
54462	23145
55887	9186
50497	31658
52818	22888
54092	49567
55041	15187
53482	31869
51190	42494
52295	36866
55949	17830
49876	16337
55588	9991
53742	13687
50801	21447
52232	635
55269	9977
56564	282
55606	16112
51748	48099
52171	8429
53465	33883
51620	18522
55590	14786
55048	42508
55497	4574
52597	4715
54368	22977
54596	19325
55493	15107
53461	5098
52219	5538
54346	30139
55244	17377
54482	47777
51648	2240
56399	45463
52489	1346
50619	11915
56414	43370
52331	27748
51163	43038
51810	49416
56306	5468
50499	10851
51136	2693
52409	6740
49953	43110
51450	11934
54715	7711
52577	24336
56067	1710
54907	16148
50842	34313
55261	1830
52484	18364
52255	14825
54882	37217
50416	4110
54873	40145
52891	33504
49979	41317
55110	48438
52250	7933
51385	16769
52836	9667
54689	49226
55734	45926
51611	2718
55772	45157
50450	19001
51571	26348
55102	29584
53162	4615
51683	942
52407	23042
52109	30321
51386	37862
56502	48460
51350	40351
52953	8356
56006	47360
51984	364
50115	46805
52623	4384
54364	49534
51222	34736
53481	26042
51333	4834
55338	24565
51166	38625
52465	27308
53300	30461
53141	26361
52882	33152
52388	49399
51001	44113
55323	42737
51168	40756
53283	40484
53498	45159
50590	47868
51835	27323
53505	31872
56286	28559
50100	42459
52090	7240
52412	11350
53203	15600
52683	45926
55345	2515
49994	41923
49867	8655
51029	28679
52252	26756
55729	9228
53332	5287
56567	12608
52538	45939
53649	21557
54540	1244
52941	40642
52786	32067
49943	29332
54426	7800
53004	41317
50906	28275
53970	2382
52934	6340
54623	7283
50906	30776
56005	19115
54464	9818
50038	5703
51338	47120
50287	11560
56095	49022
50068	22055
52289	735
54225	17946
56185	12188
49870	350
55897	31239
56213	9933
51125	2504
50564	14385
50275	42554
55699	45139
53620	26361
52584	25116
53648	5538
52594	49592
54114	20038
56527	34396
50074	17149
56505	49629
51444	31585
52078	47955
54382	6874
55493	5938
52222	14459
49874	5095
53520	31076
55005	5978
55379	47360
54510	22167
53461	11862
54718	5139
53163	34374
56450	47130
50380	15680
55101	42417
53345	8345
53977	43441
56133	42494
50109	30504
55912	35145
53358	45159
54408	8012
54037	3753
50644	6612
50574	36050
51072	4743
54889	19660
51330	9101
51424	33141
56445	47295
55069	2689
51106	4159
54207	25914
56465	15151
52847	43615
50720	17752
55454	37244
50413	45589
55545	23255
53330	12835
56031	44524
52266	22547
52951	27308
52677	5602
55371	42660
50553	13798
54588	47885
54343	13397
53425	31002
54760	22187
50331	24161
52466	27475
52122	23575
54042	9510
51330	15816
53582	24234
50113	22116
55264	10670
53112	15027
55250	41996
51512	19413
54006	18631
54200	27508
49970	13583
50362	25116
53244	15544
54958	40153
56011	47777
51339	19764
50825	16294
53314	37108
51499	2746
52407	27581
56544	26317
52405	1371
51680	25004
54277	38279
50548	45448
54915	30848
51682	42737
50561	47295
56540	23886
56210	43902
54529	15551
53842	11130
53970	48259
53050	21695
51374	1657
51202	28380
55132	6290
56131	45590
51544	30429
52552	22294
55919	18683
52021	26521
54673	28118
55896	5267
55558	32286
52122	26030
56571	13793
53428	21768
56515	4529
55294	8641
56305	34368
53572	13853
55907	10591
54201	18873
50855	12493
53814	2285
51089	14096
52090	45159
55690	43504
52393	18015
52567	249
51334	29014
54695	32730
53989	43523
56521	1447
51679	14022
50349	23074
53587	32797
50315	13445
56155	7380
51188	41722
50977	12536
51482	42417
53461	48051
55007	36847
53037	12347
51385	22376
56425	14581
52769	48356
51414	43274
55345	9442
56088	49326
52057	43400
52362	42888
53184	27730
55490	39368
51438	11608
55382	30404
50152	21768
55429	4002
55130	22547
51182	30335
55072	9862
50676	16435
50500	22661
54169	32991
52378	36061
53962	24990
53652	42262
53461	20548
50999	12811
54541	4159
55579	24656
52942	32423
55926	39246
56556	46201
50146	10464
56186	23466
54442	29137
52138	26271
50092	17026
52213	5849
50890	18522
55365	8461
53326	9893
50064	12410
54005	46736
49967	43546
50131	26361
56515	7364
52566	177
50237	30163
50706	46805
51305	21768
55094	6925
55908	16949
52209	5692
50285	21430
55998	4758
54875	32630
56095	35582
52901	17946
54070	23955
51571	18617
51694	31400
53605	46327
51911	47761
50037	18222
56368	29854
52124	22187
55897	25004
54115	9228
55404	42064
54687	44319
52118	9542
54739	27496
54327	8255
50340	13377
52116	4110
56263	27576
50686	43749
55198	47193
52181	19759
52764	31872
56377	48515
55627	20266
51942	28984
52929	2976
50866	12136
51504	24336
51309	10478
50616	34395
54025	41513
56417	437
52121	48016
52705	15715
55873	9747
53860	18812
54461	41996
54736	16673
55579	35699
52038	28585
52176	16673
52015	33504
50830	8177
51869	23886
50564	25452
53019	17701
55485	47360
51374	13687
54824	41390
51378	33006
54269	33834
54700	2204
55939	35582
55816	48155
53116	11014
54232	44913
50610	17410
51586	20726
54466	40638
54148	35242
50698	21793
51758	30811
53749	29244
56250	35976
52073	23668
52246	2951
56055	26858
56465	304
50612	49671
53423	16406
54608	9773
51877	8345
51217	46121
53676	23074
51535	3737
54519	44686
55954	25092
52104	49095
53893	21289
52126	24846
53699	48683
49949	12181
55454	39668
50843	36848
51696	19665
56447	11560
51150	19139
52783	30602
51504	9536
50063	32984
52418	37758
54995	44742
53626	21496
56561	35373
51751	11762
54407	33906
53281	26756
52795	14515
55382	43504
54987	37182
50067	23087
50172	17431
52861	6642
53575	36512
54917	31658
51940	35326
55786	47295
49978	37713
50328	18586
56042	21006
56584	38465
51203	10432
50478	46818
52733	42602
50805	34318
50387	26756
50761	47917
53952	23456
53781	23181
52683	28988
52291	30026
54258	31714
55582	39041
50596	35014
52208	23647
50126	37383
51913	42599
49991	47360
49956	45154
53756	23104
53150	44072
56032	22180
54896	26521
51307	16949
50054	29880
55952	14791
56286	22145
53302	35046
51327	13492
54922	15868
55701	21649
54218	23728
56034	2029
53015	7202
52455	27751
52604	34559
50671	44997
51227	44670
54381	36311
56515	27857
54717	47917
52480	5230
51233	36467
56329	22977
53363	40074
50084	5603
52002	34386
55988	33397
53757	15835
53495	38924
51876	24666
51243	7087
55402	2782
53545	36866
52356	31383
51702	35045
54510	29584
51596	31342
52742	42494
51812	37798
51164	23961
55825	24713
56321	3198
50816	11298
52482	29137
55044	11198
51502	23388
50043	38164
50641	4105
55979	28118
50070	31815
52841	16097
50754	3000
54760	7637
50244	22223
51364	30078
53587	12061
55516	33788
50872	35867
55221	40756
50355	5178
52791	31112
50387	24571
50743	26031
52772	39560
54884	9377
52514	31725
56338	26657
51080	17946
54569	19973
55104	45218
55796	6496
51748	48564
53050	26521
52705	7307
52612	27696
52121	16337
56290	3737
56580	4339
55505	32455
53156	46958
51622	42556
52732	32725
54482	26649
52042	49532
56548	27488
51554	11910
50270	13068
