9220	4
14803	4
5355	4
13701	257
7566	4
1116	4023
14959	4
15247	4
15078	4
13142	4
15580	4
9406	4
9301	4
4479	4
5367	1160
459	146
5277	2384
6951	4
8420	109
3097	135
8116	11697
14099	28
3401	4
726	316
3955	30
12510	212
15133	15059
1389	4041
12126	6456
15618	6794
15165	135
1940	114
3347	8154
10230	2374
4659	1512
11800	29
10821	16
11598	4
12276	1153
1876	190
4787	153
2343	1652
2719	6402
15728	2731
5866	559
10538	509
4840	29
5652	1754
14869	6950
645	2141
14561	29
14082	5094
9039	29
9597	29
11266	94
3107	411
8044	44
5900	10266
10189	1721
6563	10756
5911	97
7096	2920
15708	89
5404	4601
7778	3057
13442	150
14669	3774
6057	1023
14781	112
12264	3926
12330	3912
3195	83
13953	1192
14876	4
5183	32
5573	404
14736	14886
2178	450
11554	165
7436	894
9290	3184
75	50
15497	579
5341	3788
2548	83
3414	630
10904	8243
9101	672
11267	228
846	50
6644	10818
9136	789
12040	389
10632	19
320	4
408	1921
5759	271
6277	938
4542	4
6077	50
7963	11632
9177	83
15152	30
9583	10334
9505	284
8842	138
13180	1168
3727	782
8298	11817
15321	50
1144	5323
7458	11334
6555	2613
10317	30
13934	4
2882	7684
208	4308
7856	29
10481	135
1998	2005
1861	249
423	4
4216	1296
10574	410
1628	109
10161	286
13648	28
12490	16
1590	389
4372	4443
15251	4
15383	274
9066	29
12879	7878
13844	14501
15201	692
9777	3024
2476	3493
8337	597
169	4245
10330	5504
4914	1521
4550	4
8629	3322
4684	1262
15707	1732
5766	50
12360	6303
79	30
3183	10
3161	1484
5773	19
15654	7828
14799	2132
5559	643
716	4
2876	7680
1947	6656
4787	203
7638	5907
10949	4611
12432	109
9248	8154
10829	4
2081	4
3150	182
14932	14950
15283	2999
5543	114
7644	973
85	56
3883	226
7527	11377
6039	7919
7749	108
12131	124
10162	76
1493	4
2128	1029
698	5127
9849	146
1062	10
12608	29
13911	186
1404	6060
1350	32
11919	1419
3826	158
6878	3095
10139	7095
11859	13623
9408	2856
4249	76
11222	1175
11938	3
6768	105
14142	226
11862	332
6565	1160
15192	81
8430	11908
14835	56
3295	252
15086	26
10425	71
8673	2008
7611	1
6251	29
15868	82
13122	29
5557	19
7933	11611
2423	83
13328	19
4066	692
10028	4
1925	6652
14789	5856
10824	1111
10570	50
11417	4
8559	4
12298	3580
14719	109
14359	14731
7097	2636
11052	3604
3267	1905
11682	13526
10827	3653
13178	89
15508	1437
12748	1699
8796	1545
11654	273
60	4
4670	136
3195	1963
1987	19
856	5354
12834	126
15171	4167
14740	965
342	4515
11009	13224
15228	114
2980	28
9086	3054
469	4732
14341	1215
5191	9680
13749	193
3850	1733
954	2741
3779	1344
1339	1234
2024	93
1742	1564
11422	29
7002	89
13925	8800
13744	2732
12532	4787
1917	2483
10096	248
7232	11178
4567	3542
3483	2651
9049	155
5184	1238
272	4403
7248	16
9123	203
14965	11004
360	4
2942	1095
4548	640
13399	801
773	1314
3254	3352
13889	140
2803	203
10779	1684
5987	1239
1631	1010
1838	31
6700	17
7315	26
5416	9875
1342	1443
11544	4
6284	4
4690	44
1724	29
7350	8
9828	4
9225	4
3115	563
15160	165
6190	4
11816	4
11815	13594
1123	670
12995	155
2414	1840
4739	2142
794	56
13260	1157
10865	13159
1004	2
43	135
2897	29
1379	6014
2701	1056
426	174
3813	82
6303	37
7145	1254
10282	150
827	3563
4152	1020
15142	211
15239	1014
7493	696
15147	1558
12520	226
12178	2478
6029	29
9437	4
1630	29
244	115
6476	7961
1669	1423
6738	4
4972	2371
6437	4
10283	6496
1106	115
2860	2949
6439	16
7601	29
12597	4
8132	3692
13549	1933
5430	12
7030	4394
2890	3683
4385	9022
13339	14273
2215	30
14940	316
12988	866
11439	13408
5325	135
9724	226
7288	17
8037	4172
6680	99
13810	109
6112	4
4075	4
1351	1007
12200	11682
13673	4
14779	697
6201	158
15362	1117
1906	316
9005	316
1750	651
5470	1094
3674	8422
14880	3921
751	5026
14139	1386
1585	26
3141	7927
14498	174
