7936	16106
2207	9837
14953	15527
2801	11309
1076	6971
8293	15912
3767	13752
2119	9596
11161	1165
573	5663
7876	8569
2540	3002
8332	14729
111	4450
13611	15605
496	5460
972	6676
1669	8463
1827	8860
2111	9574
3429	12887
1347	7655
4314	15126
3879	14053
2861	11437
325	4999
1996	9292
3104	2190
5447	15606
2599	10790
10549	8358
1474	7968
3767	13753
882	6462
821	6302
11749	15546
1956	9186
3985	14345
1596	8286
2123	9607
195	4667
8711	15554
4314	15124
625	5793
189	4659
1349	7661
6108	15736
6327	15791
9432	16322
5033	8953
2610	10811
123	4483
11412	4146
3713	13619
11088	16165
2460	10468
218	4730
12002	16613
972	6681
5176	15532
2147	9668
10734	16395
3290	12526
121	4481
1626	8361
3462	12976
3844	13962
13100	10111
1422	7837
10745	927
3202	12336
7361	7794
1349	7662
383	5151
3177	12275
139	4522
12666	2433
11246	15084
9829	16364
1693	8528
3443	12925
2660	10939
3741	13699
4019	14427
988	6731
9913	15686
11225	15511
4226	14925
2757	11186
1108	7073
3241	12421
3774	13776
3933	14204
3623	13364
2861	11435
1096	7030
2074	9471
5605	15637
12849	16448
10716	16478
120	4474
631	5810
701	5998
12543	6291
1166	7214
14785	12653
4041	14494
3790	13818
4067	14584
4400	15368
7850	3258
1128	1577
11332	2525
9016	10122
7086	3251
1527	8093
1942	9148
294	4914
2038	9391
3803	13854
1634	8376
2534	10633
1080	6986
3322	12610
6330	15793
13425	2758
321	4987
2582	8367
1633	8372
719	6042
2292	10039
11484	12969
6274	15771
3928	14192
3496	13057
436	5294
3142	12173
15850	16376
1624	8356
976	6691
4325	15173
2614	10822
1616	8333
174	4616
4310	15116
2327	10127
675	5929
180	4634
597	5716
886	6471
4089	14635
15538	7740
3793	13821
9821	5797
1021	6821
8580	15384
950	6625
13138	16177
14849	10911
13856	16557
12275	16383
154	4559
2254	9951
12589	3133
993	6740
431	5284
15689	1463
3212	12360
4539	15405
2992	11795
7071	14447
4023	14442
1503	8034
8853	16142
1247	7396
4238	14952
4139	14754
2306	10073
6950	15777
15808	1728
1203	7290
2187	9778
2917	11589
6477	15811
4106	14671
2450	10436
1251	7413
15825	10316
13995	3069
661	5894
458	5361
1424	7842
1352	7038
3136	12159
3104	2192
801	6254
273	4870
40	4274
1186	7254
3192	12311
2438	10404
1886	9017
2199	9818
6167	3607
2280	3582
2266	9981
2063	9439
1550	8160
6291	15780
2061	9433
14165	13796
14551	16798
399	5198
15878	9512
4150	14771
14008	15579
217	4727
695	5984
5760	15665
3286	12515
3936	14213
7242	15952
4050	14528
14387	13843
2925	11624
8388	8953
3368	12720
1643	8396
2748	11155
3430	12890
3177	12276
3691	5276
5958	15610
14950	8997
1153	5630
2036	9381
15769	5929
7834	4314
2287	10025
530	5550
7212	15943
1974	6928
3676	13509
9440	16320
9179	16285
5674	15650
11834	15662
9568	16341
1118	7090
6656	2832
2709	11058
2725	11091
3124	12127
3240	12417
8590	5005
11422	15886
1034	6861
2421	10359
513	5509
251	4806
7310	15973
1098	7037
10355	16435
2016	9331
2029	9365
1721	8599
2216	9860
3298	12548
2904	11559
1533	8110
3328	12624
2760	11192
14327	9879
14537	4321
1578	8238
4192	14862
1019	6817
2516	10583
962	6657
1850	8918
3628	13376
2364	10213
2212	9851
2095	9530
15251	15718
177	4625
286	4897
1075	6968
2310	10084
3350	12676
499	5468
11901	7071
2539	10646
11498	16095
14622	16723
4512	15395
3099	12074
1286	7507
3989	14355
2796	11297
2083	9501
1740	8646
915	6527
6091	15733
4194	14864
1013	6800
6047	1496
5696	1496
11865	15907
4559	2606
54	4305
2354	10188
341	5043
127	4491
1102	7052
1730	8617
404	5209
3551	13185
3213	12363
552	5610
3069	12001
2094	2664
3219	12375
13299	13685
9717	16356
9617	9715
3821	6154
3523	13123
4354	15253
7700	16058
10778	16483
3555	13191
5878	7778
1779	8741
2484	10521
15497	16738
1392	7776
1690	8516
3651	13444
3295	12543
15608	16125
1304	7552
1086	7000
8474	4843
3520	13116
542	5580
9108	16187
2270	9991
984	6718
9604	16346
1697	8542
427	5266
7341	9685
3756	13732
12879	16248
1213	7312
1018	6810
807	6270
3989	14357
4352	15244
1604	8303
15478	16827
1014	6802
1672	8472
7109	15930
3665	13466
1949	302
14668	16266
145	4537
10727	16479
2441	10411
3094	12063
4157	14789
373	5122
744	6091
6894	3456
3301	12561
2807	11323
528	5545
2215	9859
2949	11673
6592	15538
3702	13596
5795	15675
2951	11679
1592	8274
993	6739
4339	15210
3593	13294
502	5472
338	5036
4844	15472
3142	12174
4459	1973
4006	14401
1529	8096
3582	13264
2498	10550
9344	16102
10280	15772
3864	14018
7084	15925
2841	11391
3298	12551
12306	16544
4314	15128
7679	15844
12424	15423
12064	8818
14276	15655
4089	14637
1703	8559
8360	16170
4037	14487
2419	10351
8047	15440
4064	14567
2435	10399
15096	16808
4178	14831
325	5001
10399	16443
488	5434
3175	12265
11511	10854
14260	3485
958	6645
4469	1073
3240	12412
7102	2170
834	6342
3880	14055
4218	14908
697	5990
1509	8043
6910	15900
11122	16080
10710	9391
3755	13728
6893	10826
3704	13599
161	4585
3335	12636
2055	9423
3291	12528
2130	9624
3175	12267
9038	16259
5968	15704
2637	10886
3192	12313
2030	9367
5223	15542
3790	13817
3744	3998
601	5730
14084	2896
2953	11682
11361	16552
14100	16497
4335	10992
7595	16030
6007	12780
2182	9767
3797	13833
7222	15949
3828	13924
10406	16445
1878	6004
1028	6843
1056	6912
11673	16577
4869	15477
7638	16040
535	5563
3049	11959
4267	15012
4968	15493
13019	259
8192	16149
9734	8092
4067	14581
15680	3404
8662	7605
11427	13209
6568	3380
3861	7070
13008	8325
2989	11787
2660	10938
1056	6913
7557	16017
9522	16333
1670	8466
1066	6943
1618	8338
2556	10686
2133	9633
789	6227
13833	1608
4067	14579
13545	16424
1062	6935
4399	15366
5966	15703
4316	15131
10390	16441
1224	7339
15501	1484
4398	15362
15878	9513
230	4758
2735	11115
2476	10507
7260	5132
3576	13246
2938	11647
10116	8800
3239	12410
4365	15278
934	6122
3544	13174
2847	11409
685	5955
5629	4863
3012	11850
67	4337
2799	11304
3430	12888
5315	15568
10171	14397
2335	10144
3611	13336
3880	14058
69	4344
5867	9349
2490	10537
2399	10296
1671	8469
3188	12298
10049	16392
1495	8016
2865	11449
3076	12020
1778	8735
7046	10631
3797	13831
11589	16325
1670	8467
3365	12707
14323	14777
12209	16016
8985	16248
3993	14368
3812	13883
9945	3513
2028	9362
3933	14202
8768	16089
15553	12527
2119	9597
3258	12461
2223	9878
3660	13461
5396	2253
9131	16278
3568	13226
1369	7719
3017	11862
6977	15908
8699	16220
10922	6525
534	5561
1994	9286
1387	7765
1393	2772
3308	12576
2768	11210
7360	15889
664	5900
3525	13129
3633	13392
5846	15682
3821	13902
15534	15935
3446	12934
2027	9356
1076	6970
12187	16344
1947	9160
1292	7519
725	6056
1232	7357
8122	15834
1197	7278
2374	10236
11037	7405
3962	14285
3264	12475
635	5822
14528	15699
11449	16525
9768	15624
141	4526
4005	14395
1606	8308
2065	9444
1596	8287
11255	4700
2490	10534
515	5517
106	3612
3817	13890
1877	8988
1642	8395
8001	2714
3834	13935
3000	11817
14649	10453
11689	15861
7426	15994
3893	14091
12208	16636
406	5214
8003	16118
557	5625
949	6622
15519	5072
2838	11219
15221	4629
67	4341
11869	15763
943	6608
9631	4038
6674	15854
855	6399
14817	1627
3271	12488
5106	15522
11327	16203
3689	13552
13327	16722
622	5783
14866	3128
3350	12672
12116	16626
4826	15467
4120	14710
551	5606
10062	16395
1017	6806
1128	7117
3305	12571
1547	8145
56	4309
4096	14651
636	5826
7486	8161
3030	11892
2853	11420
2443	10417
2454	10451
1285	7502
2769	11214
8581	12840
10467	16450
2175	9749
1820	8846
3554	13190
6104	2714
